name,Result,gpa,lsat,urm,we,day_sent,Sent,complete,UR,JJ,Decision,accepted,we_0,we_1_4,we_5_9,we_10,we_B
grizzly5,"WL, Withdrawn",3.76,172,1,?,,,,,,,0,,,,,
GrogusDad23,"WL, Withdrawn",4,178,0,0 years (KJD),47,11/1/2020,11/17/2020,,,3/5/2021,0,1,0,0,0,0
GrotesqueLivelyTortoise,"WL, Rejected",3.82,174,0,1-4 years,1,9/16/2020,,,,,0,0,1,0,0,1
GrotesqueSharpBarnacle,Rejected,3.65,172,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
GruesomeClearSeahorse,Rejected,3.86,171,0,1-4 years,167,3/1/2021,3/15/2021,,,,0,0,1,0,0,1
GruesomeVengefulCuttlefish,Accepted,,175,0,1-4 years,,,10/23/2020,,2/25/2021,3/22/2021,1,0,1,0,0,1
GrumpyInsidiousHyrax,Rejected,3.39,174,0,1-4 years,,,,,,,0,0,1,0,0,1
gryxx77,Waitlisted,3.91,179,0,0 years (KJD),69,11/23/2020,,,,3/5/2021,0,1,0,0,0,0
GSDMutt,Rejected,3.53,173,0,1-4 years,,,,,,,0,0,1,0,0,1
gucci,"WL, Withdrawn - FW",4.02,175,0,1-4 years,124,1/17/2021,,,,3/12/2021,0,0,1,0,0,1
GuiltlessMereAnteater,Rejected,4,172,0,?,,,11/2/2020,,,2/9/2021,0,,,,,
GULC2024,Rejected,3.6,173,0,1-4 years,139,2/1/2021,2/5/2021,2/5/2021,,3/18/2021,0,0,1,0,0,1
gumstrawdrop,Rejected,3.8,171,0,?,,,,,,1/14/2021,0,,,,,
gutentag,"WL, Withdrawn",3.99,177,0,1-4 years,,,11/23/2020,,,3/5/2021,0,0,1,0,0,1
GutturalSpiritualSheep,Rejected,4,172,0,0 years (KJD),30,10/15/2020,10/21/2020,,,2/9/2021,0,1,0,0,0,0
h108,Rejected,3.69,180,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
HabitualChivalrousMastiff,Rejected,3.5,156,0,0 years (KJD),,,,,,,0,1,0,0,0,0
HabitualThirstyTapir,Rejected,3.1,172,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
Hajime0101,Rejected,3.64,171,0,1-4 years,,,,,,,0,0,1,0,0,1
HalfDizzyHippopotamus,Rejected,3.86,166,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
halfpricebooksforwomen,Rejected,3.25,170,0,5-9 years,0,9/15/2020,9/21/2020,,,1/14/2021,0,0,0,1,0,1
HalfUnknownSnail,Rejected - FW,3.52,172,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
HallowedIllCapuchin,Waitlisted,3.75,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Hamfan1614,Rejected,3.88,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
ham-n-cheese,Withdrawn,3.94,179,0,10+ years,37,10/22/2020,10/30/2020,,1/21/2021,,0,0,0,0,1,1
HandsomelySymptomaticBeaver,Waitlisted,3.88,,0,1-4 years,,,,,,,0,0,1,0,0,1
HangingAboardButterfly,Waitlisted,3.82,173,0,1-4 years,,,,,,,0,0,1,0,0,1
HangingUnarmedForest,Rejected,,172,1,5-9 years,105,12/29/2020,1/8/2021,,,3/15/2021,0,0,0,1,0,1
HangingUpbeatJackal,Waitlisted,3.9,175,0,1-4 years,,,,,,,0,0,1,0,0,1
HappyEasyBear,Rejected,,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
happyhappy,Rejected,4.18,162,1,1-4 years,71,11/25/2020,,,,,0,0,1,0,0,1
HappyLawyerHappyLife,Rejected,3.78,166,1,1-4 years,92,12/16/2020,12/18/2020,12/18/2020,,2/9/2021,0,0,1,0,0,1
HappyorNot,Rejected,3.81,171,0,1-4 years,71,11/25/2020,12/3/2020,,,,0,0,1,0,0,1
HappyQuokka,Rejected,3.44,172,0,1-4 years,151,2/13/2021,2/17/2021,,,3/15/2021,0,0,1,0,0,1
HappyTaco,Rejected,4,172,0,0 years (KJD),71,11/25/2020,12/9/2020,,,3/15/2021,0,1,0,0,0,0
happywatermelon,Accepted,4.04,175,0,1-4 years,53,11/7/2020,11/16/2020,11/16/2020,1/14/2021,2/16/2021,1,0,1,0,0,1
hardlyharvard,Rejected,3.34,164,0,10+ years,80,12/4/2020,12/9/2020,,,1/14/2021,0,0,0,0,1,1
HardlyHarvardHopeful,"WL, Accepted, Attending",3.83,175,1,0 years (KJD),67,11/21/2020,,,2/25/2021,3/22/2021,1,1,0,0,0,0
harperleekarpis,Waitlisted,3.91,,0,1-4 years,,,10/14/2020,,,3/5/2021,0,0,1,0,0,1
HarshAbhorrentCichlid,Waitlisted,3.97,167,0,0 years (KJD),71,11/25/2020,12/3/2020,12/3/2020,,3/5/2021,0,1,0,0,0,0
Harveyspecter242,Rejected,3.82,170,0,?,,,,,,2/9/2021,0,,,,,
HarveySpector,Rejected,3.82,167,0,0 years (KJD),,,,,,,0,1,0,0,0,0
HatefulManatee,"WL, Withdrawn",4.06,169,0,1-4 years,20,10/5/2020,10/16/2020,,,3/17/2021,0,0,1,0,0,1
HatefulParsimoniousBarnacle,Rejected,3.85,172,0,0 years (KJD),70,11/24/2020,12/3/2020,,,1/14/2021,0,1,0,0,0,0
HatefulTremendousKoala,Waitlisted,3.91,179,0,1-4 years,,,,,,,0,0,1,0,0,1
HaveAGoodDay,Rejected,3.81,171,0,0 years (KJD),17,10/2/2020,10/12/2020,,,1/14/2021,0,1,0,0,0,0
HD1999,Rejected,4.07,173,0,0 years (KJD),45,10/30/2020,,,,3/15/2021,0,1,0,0,0,0
HealthyDragonfly,Accepted - FW,3.77,167,1,1-4 years,,,11/5/2021,,11/18/2021,1/10/2022,1,0,1,0,0,1
HealthyQuackFrog,Rejected,3.74,170,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
HeartbreakingBandicoot,Rejected,3.53,175,1,1-4 years,23,10/8/2020,10/14/2020,,,1/14/2021,0,0,1,0,0,1
HeartbreakingWarmLionfish,"WL, Withdrawn",3.89,175,0,0 years (KJD),22,10/7/2020,,,,3/5/2021,0,1,0,0,0,0
HeavenlyLooseBird,Rejected,3.91,163,0,10+ years,,,,,,1/14/2021,0,0,0,0,1,1
HeavenlyNormalRattlesnake,Rejected,3.75,172,0,?,38,10/23/2020,10/30/2020,,,,0,,,,,
HeavyDeafeningPike,Rejected,3.93,173,0,1-4 years,,,,,,,0,0,1,0,0,1
Hehe,Rejected,3.83,173,0,0 years (KJD),7,9/22/2020,,,,,0,1,0,0,0,0
hellabella00,Rejected,4.01,166,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
HellishMoaningLion,Rejected,3.83,170,0,?,,,,,,,0,,,,,
HelloDetroit,Rejected,3.27,165,1,5-9 years,28,10/13/2020,10/16/2020,,,1/14/2021,0,0,0,1,0,1
helloglitter,Rejected,3.68,174,0,0 years (KJD),,,11/2/2020,,,1/14/2021,0,1,0,0,0,0
hellols2021,"WL, Rejected",3.84,174,1,0 years (KJD),44,10/29/2020,11/3/2020,11/3/2020,1/14/2021,2/17/2021,0,1,0,0,0,0
HelpfulSpotlessHedgehog,"Accepted, Withdrawn",4.16,176,0,1-4 years,,,10/30/2020,,,1/11/2021,1,0,1,0,0,1
HelplessCondemnedRay,"WL, Withdrawn",3.48,174,0,1-4 years,,,,,,,0,0,1,0,0,1
helpmego2school,Rejected,3.65,177,0,1-4 years,,,,,,,0,0,1,0,0,1
HelpMeThisProcessIsTerrifying,Rejected,3.99,169,0,1-4 years,40,10/25/2020,10/29/2020,,,3/15/2021,0,0,1,0,0,1
hereforfun0221,Rejected,3.78,159,1,1-4 years,,,,,,,0,0,1,0,0,1
HexagonalKing,"WL, Rejected",3.88,174,0,0 years (KJD),71,11/25/2020,12/2/2020,,,,0,1,0,0,0,0
heywestvirginia,"Accepted, Withdrawn",4.18,174,0,1-4 years,,,,,,,1,0,1,0,0,1
HEYY,Rejected,3.95,172,0,0 years (KJD),,,11/19/2020,,,2/9/2021,0,1,0,0,0,0
HHGu,"WL, Rejected",3.94,169,0,1-4 years,37,10/22/2020,10/28/2020,10/28/2020,,6/4/2021,0,0,1,0,0,1
HideousFrequentBurmese,Rejected,3.88,168,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
HighfalutinEfficaciousScorpion,Rejected,3.4,169,0,1-4 years,,,,,,3/15/2021,0,0,1,0,0,1
HighfalutinZealousOctopus,"WL, Withdrawn",3.91,171,0,1-4 years,,,,,,,0,0,1,0,0,1
HilariousVoicelessGrasshopper,Rejected,3.93,170,0,1-4 years,49,11/3/2020,11/9/2020,,,2/9/2021,0,0,1,0,0,1
HistoricalScatteredLadybird,Accepted,3.94,177,0,0 years (KJD),,,,,,,1,1,0,0,0,0
hityouwiththat,Accepted,3.93,176,0,1-4 years,57,11/11/2020,,,1/14/2021,2/16/2021,1,0,1,0,0,1
hjerneneralene,Rejected,3.85,170,0,0 years (KJD),86,12/10/2020,12/15/2020,,,1/14/2021,0,1,0,0,0,0
hjfbngcgh,Rejected,3.67,177,0,0 years (KJD),90,12/14/2020,1/8/2021,,,2/8/2021,0,1,0,0,0,0
HoFinito,Rejected,3.9,166,0,5-9 years,67,11/21/2020,12/2/2020,,,1/14/2021,0,0,0,1,0,1
HollowPriceyChipmunk,Rejected - FW,3.97,173,1,?,141,2/3/2021,2/8/2021,,,3/15/2021,0,,,,,
HoneyB147,Rejected,3.52,170,0,1-4 years,56,11/10/2020,11/17/2020,,,1/14/2021,0,0,1,0,0,1
Hoosthere,"WL, Accepted",3.99,179,0,0 years (KJD),,,,,,,1,1,0,0,0,0
HopefulIslandGirl,Rejected,3.57,172,0,1-4 years,85,12/9/2020,12/17/2020,,,2/9/2021,0,0,1,0,0,1
HopefullyAquaticTriceratops,Rejected,3.48,170,0,10+ years,115,1/8/2021,1/15/2021,,,3/15/2021,0,0,0,0,1,1
HopefulRaven,Rejected,,,0,?,,,,,,,0,,,,,
HopeRightHere,"Accepted, Attending",4.08,178,0,1-4 years,75,11/29/2020,,,1/14/2021,3/22/2021,1,0,1,0,0,1
hormigabrava,Rejected,3.55,162,1,?,,,,,,,0,,,,,
HospitableCynicalWarthog,Rejected,3.5,174,0,1-4 years,145,2/7/2021,,,,3/15/2021,0,0,1,0,0,1
hotcookie,Rejected,,170,0,1-4 years,75,11/29/2020,12/9/2020,12/10/2020,,1/14/2021,0,0,1,0,0,1
HotPiquantWhale,Rejected,3.91,166,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
hotsteamedporkbuns,Rejected,,173,0,1-4 years,69,11/23/2020,12/9/2020,,,3/15/2021,0,0,1,0,0,1
Houseplant,"Accepted, Attending",3.82,177,0,1-4 years,44,10/29/2020,,,3/25/2021,4/6/2021,1,0,1,0,0,1
HoustonWeHaveAProblem,Rejected,3.85,167,0,1-4 years,58,11/12/2020,12/3/2020,,,1/14/2021,0,0,1,0,0,1
hoya,"WL, Withdrawn",3.94,172,0,0 years (KJD),,,,,,,0,1,0,0,0,0
HTGAWMIRL,Waitlisted,,,0,?,88,12/12/2020,12/17/2020,,,2/26/2021,0,,,,,
htimsnad,Waitlisted,3.96,178,0,?,,,,,,,0,,,,,
hufflepuff16,Waitlisted,3.88,175,0,1-4 years,37,10/22/2020,10/30/2020,,,2/26/2021,0,0,1,0,0,1
HulkingNostalgicPeacock,Rejected,3.59,166,0,5-9 years,141,2/3/2021,2/8/2021,,,3/15/2021,0,0,0,1,0,1
humanmalelawapplicant,"WL, Withdrawn",3.84,172,0,1-4 years,,,10/26/2020,,,3/5/2021,0,0,1,0,0,1
humbleoranges,Rejected,3.96,165,0,0 years (KJD),71,11/25/2020,12/7/2020,,,1/14/2021,0,1,0,0,0,0
HumdrumTenMacaw,Rejected,3.98,168,0,1-4 years,166,2/28/2021,3/16/2021,,,4/5/2021,0,0,1,0,0,1
HumdrumZonkedReindeer,Accepted,3.87,180,0,?,42,10/27/2020,11/6/2020,,12/10/2020,1/11/2021,1,,,,,
HumorousDiscreetMoth,Rejected,3.91,171,0,0 years (KJD),42,10/27/2020,10/30/2020,,,3/2/2021,0,1,0,0,0,0
HumorousLikeCrocodile,Rejected,3.9,177,0,0 years (KJD),,,,,,,0,1,0,0,0,0
HurricaneK,Rejected,3.65,160,0,5-9 years,5,9/20/2020,9/29/2020,,,3/2/2021,0,0,0,1,0,1
HurriedLamentableQuokka,Rejected,3.64,169,0,1-4 years,53,11/7/2020,11/17/2020,,,1/14/2021,0,0,1,0,0,1
HurriedProudCorgi,Waitlisted,3.86,175,0,1-4 years,,,,,,,0,0,1,0,0,1
HushedInternalWombat,Accepted,3.9,175,0,1-4 years,,,,,,,1,0,1,0,0,1
HushedLonelyTarantula,Rejected,3.9,173,0,1-4 years,0,9/15/2020,,,,3/15/2021,0,0,1,0,0,1
HuskyHeavenlyBombay,Rejected,3.8,174,0,1-4 years,,,,,,,0,0,1,0,0,1
HuskySymptomaticZebu,Rejected,3.81,178,0,1-4 years,15,9/30/2020,10/5/2020,,,3/2/2021,0,0,1,0,0,1
hydrangea,Rejected,3.67,176,0,1-4 years,82,12/6/2020,12/15/2020,,,3/15/2021,0,0,1,0,0,1
hyperhippopotamus,Accepted,4.03,171,0,1-4 years,,,,,,,1,0,1,0,0,1
IAm-Scared-,Rejected - FW,3.47,175,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
IceKing,Rejected,3.8,163,1,0 years (KJD),,,,,,,0,1,0,0,0,0
I-chose-this-waitlist,Waitlisted - FW,4.03,174,0,5-9 years,13,9/28/2020,10/2/2020,10/2/2020,11/12/2020,3/22/2021,0,0,0,1,0,1
IcicleBumpkin,Waitlisted,3.81,177,0,10+ years,,,1/4/2021,,,4/9/2021,0,0,0,0,1,1
IckyAstonishingMacaque,Rejected - IS,3.83,164,0,?,,,,,,2/9/2021,0,,,,,
IgnorantUnrulyFrigatebird,"WL, Rejected",3.83,171,0,1-4 years,,,,,,,0,0,1,0,0,1
ihavenoideawhatimdoing2,Rejected,3.88,170,0,0 years (KJD),31,10/16/2020,10/20/2020,,,1/14/2021,0,1,0,0,0,0
IllBusyMule,Rejected,,,0,?,,,,,,,0,,,,,
iloveoov,Rejected,,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
IloveSamoyed,Rejected,3.92,174,0,0 years (KJD),,,11/12/2020,,,3/2/2021,0,1,0,0,0,0
IlW00Dz,Rejected,3.77,172,0,1-4 years,33,10/18/2020,,,,3/2/2021,0,0,1,0,0,1
imjustnosy,Rejected - FW,3.59,150,1,0 years (KJD),108,1/1/2021,1/13/2021,1/13/2021,,2/9/2021,0,1,0,0,0,0
Imnotyourbloke,Rejected,3.06,179,0,10+ years,,,10/21/2020,,,1/14/2021,0,0,0,0,1,1
ImperfectFabulousZebu,Rejected,3.96,172,0,1-4 years,54,11/8/2020,11/20/2020,,,3/15/2021,0,0,1,0,0,1
ImperfectSeriousGopher,Rejected,3.42,173,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
ImPickleRick,Rejected,3.59,176,1,1-4 years,5,9/20/2020,9/29/2020,,,1/14/2021,0,0,1,0,0,1
ImpoliteMayfly,Waitlisted,3.91,168,0,10+ years,132,1/25/2021,1/27/2021,,,3/17/2021,0,0,0,0,1,1
ImpossiblePetitePoodle,"WL, Accepted, Attending",3.96,175,0,0 years (KJD),,,,,,,1,1,0,0,0,0
IncandescentMarmoset,"WL, Withdrawn",3.97,171,0,5-9 years,,,,,,3/12/2021,0,0,0,1,0,1
IncensedCeruleanWombat,Accepted,3.92,176,0,1-4 years,19,10/4/2020,,,11/5/2020,1/11/2021,1,0,1,0,0,1
IncompetentQuirkyParrot,Rejected,3.85,173,0,0 years (KJD),,,,,,,0,1,0,0,0,0
indianprincess,Rejected,3.8,180,0,1-4 years,75,11/29/2020,12/7/2020,,1/21/2021,2/17/2021,0,0,1,0,0,1
InexpensiveElegantTang,Waitlisted,3.99,174,0,5-9 years,,,,,,,0,0,0,1,0,1
InexpensiveImportedOriole,Rejected,3.75,173,0,1-4 years,46,10/31/2020,11/12/2020,,,2/9/2021,0,0,1,0,0,1
InexpensiveNervousMole,Rejected,3.49,172,0,1-4 years,71,11/25/2020,,,,1/14/2021,0,0,1,0,0,1
InexpensivePastKoala,"Accepted, Attending",3.91,175,0,0 years (KJD),,,,,11/5/2020,1/11/2021,1,1,0,0,0,0
infinitebean,Accepted,3.9,177,0,0 years (KJD),32,10/17/2020,10/23/2020,11/10/2020,11/13/2020,1/11/2021,1,1,0,0,0,0
InsidiousHollowCamel,"WL, Withdrawn",3.81,172,1,1-4 years,,,,,,,0,0,1,0,0,1
InspiringElleWoods,"WL, Withdrawn - FW",3.89,174,0,?,29,10/14/2020,11/17/2020,,,,0,,,,,
intellectualplastic,Rejected,3.74,180,0,0 years (KJD),55,11/9/2020,11/13/2020,11/13/2020,,3/15/2021,0,1,0,0,0,0
IntelligentAbruptMole,Rejected,3.45,174,0,1-4 years,0,9/15/2020,9/22/2020,9/23/2020,,1/14/2021,0,0,1,0,0,1
IntelligentAcidFrog,Rejected,3.95,171,0,1-4 years,,,,,,,0,0,1,0,0,1
InterestingBurlyWallaby,"Accepted, Attending",3.84,162,0,5-9 years,47,11/1/2020,,,2/25/2021,3/22/2021,1,0,0,1,0,1
internationalscholar,"WL, Rejected",4.15,171,0,1-4 years,83,12/7/2020,12/14/2020,,,3/17/2021,0,0,1,0,0,1
IntlLawyer2017,Rejected,,160,1,1-4 years,168,3/2/2021,3/12/2021,,,4/5/2021,0,0,1,0,0,1
InvincibleMeaslyLionfish,Rejected,3.89,178,0,0 years (KJD),,,,,,,0,1,0,0,0,0
InvisibleStrings,Rejected,3.94,171,0,1-4 years,78,12/2/2020,12/9/2020,12/14/2020,,3/15/2021,0,0,1,0,0,1
IrritatingRoomyBulldog,Rejected,,179,0,?,,,,,,,0,,,,,
ISaidIWouldntCheckThis,Rejected,3.9,172,1,1-4 years,27,10/12/2020,10/16/2020,,,2/9/2021,0,0,1,0,0,1
IShouldCalmDown,Accepted,3.87,175,0,1-4 years,42,10/27/2020,,,11/23/2020,1/11/2021,1,0,1,0,0,1
IslandTraitor,Rejected,3.25,171,1,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
ItchyCloudyFerret,Accepted,3.86,173,1,1-4 years,98,12/22/2020,,,2/24/2021,3/22/2021,1,0,1,0,0,1
ItchyFamousAlligator,Rejected,3.5,180,0,1-4 years,15,9/30/2020,10/2/2020,,,2/9/2021,0,0,1,0,0,1
its-a-flying-squirrel,Rejected,3.6,177,1,1-4 years,166,2/28/2021,3/8/2021,,,4/5/2021,0,0,1,0,0,1
ItsAnAvocado,Withdrawn,3.92,166,0,0 years (KJD),,,11/17/2020,,,,0,1,0,0,0,0
Its-Tim,Rejected,3.7,166,0,5-9 years,57,11/11/2020,11/23/2020,,,1/14/2021,0,0,0,1,0,1
IVORY24,Rejected - FW,3.62,167,1,1-4 years,28,10/13/2020,10/28/2020,,,2/9/2021,0,0,1,0,0,1
JackChadLLC,"Accepted, Withdrawn",3.67,170,0,0 years (KJD),,,,,,,1,1,0,0,0,0
Jacquaid,Rejected,3.56,174,0,0 years (KJD),141,2/3/2021,2/8/2021,,,4/5/2021,0,1,0,0,0,0
JagermeisterLaw,Rejected,3.5,176,0,1-4 years,15,9/30/2020,10/5/2020,,,,0,0,1,0,0,1
Jaguar,"WL, Withdrawn",3.96,176,0,1-4 years,38,10/23/2020,10/27/2020,10/28/2020,,2/26/2021,0,0,1,0,0,1
JAlfredPrufrock,Rejected,3.88,156,0,1-4 years,141,2/3/2021,2/10/2021,,,3/15/2021,0,0,1,0,0,1
Jameseticknor,Rejected,3.81,168,0,5-9 years,73,11/27/2020,12/9/2020,12/9/2020,,1/14/2021,0,0,0,1,0,1
JaneMarston,"WL, Withdrawn",,165,1,1-4 years,71,11/25/2020,12/2/2020,,,2/26/2021,0,0,1,0,0,1
jared-not19,"WL, Rejected",3.88,174,0,1-4 years,58,11/12/2020,11/18/2020,11/18/2020,,3/5/2021,0,0,1,0,0,1
jasnah,"WL, Accepted, Attending",3.8,175,0,1-4 years,37,10/22/2020,10/30/2020,,1/14/2021,5/4/2021,1,0,1,0,0,1
Javybaezgoldglove,Rejected,3.65,172,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
JBot,Rejected,3.71,171,0,1-4 years,114,1/7/2021,1/11/2021,,,2/9/2021,0,0,1,0,0,1
jdg13,Rejected,,170,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
jdizzle,Rejected,3.8,178,0,5-9 years,54,11/8/2020,,,,3/15/2021,0,0,0,1,0,1
JDRev,Withdrawn,3.94,,0,10+ years,132,1/25/2021,2/3/2021,,2/25/2021,11/4/2017,0,0,0,0,1,1
JealousCreepyNewfoundland,Rejected,3.69,180,0,1-4 years,,,,,,,0,0,1,0,0,1
JealousImportedBEAR,"WL, Withdrawn",3.83,174,0,1-4 years,73,11/27/2020,12/10/2020,,,3/5/2021,0,0,1,0,0,1
JedBartlet33,Rejected,3.47,170,0,1-4 years,,,,,,,0,0,1,0,0,1
JelloStapler,Waitlisted,3.88,177,0,5-9 years,,,10/2/2020,,,2/26/2021,0,0,0,1,0,1
Jerm,Waitlisted,3.83,177,0,?,,,,,,,0,,,,,
Jethro,Rejected,4,168,0,1-4 years,,,,,,,0,0,1,0,0,1
jimin,"WL, Withdrawn",3.93,171,0,1-4 years,,,12/15/2020,,,3/12/2021,0,0,1,0,0,1
JimmyBuffet,Rejected,3.54,171,0,5-9 years,,,,,,1/14/2021,0,0,0,1,0,1
JimmyButlerDaGoat,"Accepted, Withdrawn",4.16,153,1,1-4 years,,,1/20/2021,,2/18/2021,3/22/2021,1,0,1,0,0,1
jinyom,Rejected - FW,3.81,168,1,1-4 years,108,1/1/2021,1/8/2021,,,,0,0,1,0,0,1
jjfowejfojweojc,"Accepted, Withdrawn",4,174,0,1-4 years,,,,,,1/11/2021,1,0,1,0,0,1
jmaredsox,Accepted,3.96,180,0,0 years (KJD),78,12/2/2020,12/4/2020,,1/21/2021,2/16/2021,1,1,0,0,0,0
jmcdPA,Waitlisted,3.9,172,0,1-4 years,,,,,,,0,0,1,0,0,1
JMinJP,Rejected - IS,3.3,171,0,1-4 years,62,11/16/2020,12/1/2020,,,1/14/2021,0,0,1,0,0,1
JMS942,"WL, Withdrawn",3.72,171,0,5-9 years,48,11/2/2020,11/13/2020,,,,0,0,0,1,0,1
jmv19,Rejected,3.56,176,0,?,73,11/27/2020,12/11/2020,12/11/2020,,2/9/2021,0,,,,,
JoblessParchedGibbon,Accepted,3.89,176,0,1-4 years,12,9/27/2020,9/30/2020,,3/4/2021,3/22/2021,1,0,1,0,0,1
joebsmoove,Rejected,3.71,173,0,1-4 years,,,,,,,0,0,1,0,0,1
JoeD,Rejected,3.97,171,0,1-4 years,,,,,,,0,0,1,0,0,1
JohnG,Rejected,3.74,176,0,5-9 years,52,11/6/2020,11/13/2020,11/13/2020,,2/9/2021,0,0,0,1,0,1
JohnMandrake,Withdrawn,3.65,172,0,1-4 years,50,11/4/2020,,,,,0,0,1,0,0,1
joshyzimms,Rejected,3.62,171,0,1-4 years,,,,,,,0,0,1,0,0,1
JoyousYellowOctopus,Rejected,4.03,168,0,0 years (KJD),139,2/1/2021,,,,3/15/2021,0,1,0,0,0,0
jp100123,Rejected,3.7,173,1,0 years (KJD),3,9/18/2020,,,,2/9/2021,0,1,0,0,0,0
jsmith89,"WL, Withdrawn",4.05,171,1,0 years (KJD),,,,,,,0,1,0,0,0,0
Jss1994,Rejected,3.63,162,0,1-4 years,112,1/5/2021,,,,,0,0,1,0,0,1
JTel,Waitlisted,3.7,174,0,1-4 years,,,,,,,0,0,1,0,0,1
JuanPerezLaw,Waitlisted,4.08,166,0,0 years (KJD),,,,,,,0,1,0,0,0,0
Judgementday,Rejected,4,171,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
JudiciousBoilingDiscus,"WL, Rejected",3.68,176,0,1-4 years,63,11/17/2020,11/20/2020,,5/6/2021,6/14/2021,0,0,1,0,0,1
JudiciousWearyOlm,Rejected,3.42,173,0,1-4 years,3,9/18/2020,9/24/2020,,,1/14/2021,0,0,1,0,0,1
JuicyJollyHusky,Waitlisted,,,0,?,90,12/14/2020,12/16/2020,,5/20/2021,3/17/2021,0,,,,,
jungkook,Rejected,3.9,163,0,1-4 years,80,12/4/2020,12/14/2020,,,1/14/2021,0,0,1,0,0,1
junipergem,Waitlisted,3.76,174,0,1-4 years,76,11/30/2020,,,,3/12/2021,0,0,1,0,0,1
JurysOutOnScience,Rejected,3.57,170,0,1-4 years,,,11/30/2020,,,1/14/2021,0,0,1,0,0,1
JustAPoorBrownBoy,Rejected - FW,3.24,163,1,0 years (KJD),100,12/24/2020,1/7/2021,1/7/2021,,2/9/2021,0,1,0,0,0,0
JustExcitedForFood,Rejected,3.59,165,0,1-4 years,58,11/12/2020,,,,1/14/2021,0,0,1,0,0,1
JustHappyToBeHere,Rejected,4,171,0,1-4 years,48,11/2/2020,11/12/2020,,,2/9/2021,0,0,1,0,0,1
JustHappytobeHere2,Rejected,3.79,166,1,1-4 years,77,12/1/2020,,,,2/9/2021,0,0,1,0,0,1
JusticeWolf,"WL, Rejected",3.86,175,0,0 years (KJD),,,,,,,0,1,0,0,0,0
justlikemagic997,Waitlisted,3.6,167,1,1-4 years,,,,,,,0,0,1,0,0,1
JustSeeingHowThisWorks,Rejected,3.97,173,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
justsomerando,Rejected,3.94,175,0,0 years (KJD),111,1/4/2021,1/13/2021,,1/21/2021,2/17/2021,0,1,0,0,0,0
justwannabealawstudent,Waitlisted,3.86,171,1,1-4 years,,,10/23/2020,,12/16/2020,2/17/2021,0,0,1,0,0,1
jutletmeinnow1,"Accepted, Attending",3.92,175,0,0 years (KJD),77,12/1/2020,12/8/2020,,2/25/2021,3/22/2021,1,1,0,0,0,0
JZhangInPhilly,Rejected,3.88,170,0,0 years (KJD),,,,,,,0,1,0,0,0,0
KA201211,Rejected,,173,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
KaleHarvester,Rejected,3.97,177,0,1-4 years,,,12/15/2020,,,3/22/2021,0,0,1,0,0,1
KamikazeCatholic,Rejected,3.82,180,0,0 years (KJD),,,,,,3/5/2021,0,1,0,0,0,0
KaputClearBat,Rejected,3.83,171,0,1-4 years,,,,,,2/9/2021,0,0,1,0,0,1
KASEYMACK,Rejected,3.6,168,1,0 years (KJD),,,,,,3/15/2021,0,1,0,0,0,0
Katinthehat28,Rejected,3.77,167,0,0 years (KJD),,,,,,1/14/2021,0,1,0,0,0,0
kd98,Rejected,3.52,168,0,1-4 years,31,10/16/2020,,,,1/14/2021,0,0,1,0,0,1
keanu,Rejected - FW,4,168,1,?,74,11/28/2020,12/7/2020,,,2/9/2021,0,,,,,
KeenLowlyVulture,Rejected,,172,0,1-4 years,,,,,,,0,0,1,0,0,1
Kehlani,Rejected - FW,3.8,166,1,0 years (KJD),119,1/12/2021,1/19/2021,1/19/2021,,2/9/2021,0,1,0,0,0,0
kerry4pres2004,Rejected,3.72,171,0,1-4 years,,,,,,1/14/2021,0,0,1,0,0,1
KFCfamousbowl,Rejected,3.4,178,0,1-4 years,40,10/25/2020,10/29/2020,10/29/2020,,1/14/2021,0,0,1,0,0,1
khazama1,"Accepted, Attending",,177,0,?,,,,,,,1,,,,,
khockey23,"WL, Accepted, Attending",3.5,177,1,?,30,10/15/2020,,,5/13/2021,5/25/2021,1,,,,,
KillerQueen,Rejected,3.67,173,0,0 years (KJD),,,,,,,0,1,0,0,0,0
